126.12,0
125.67,0
125.22,0
124.77,0
124.33,0
123.88,0
123.43,0
122.99,0
122.54,0
122.10,0
121.66,0
121.22,0
120.78,0
120.35,0
119.91,0
119.48,0
119.04,0
118.61,0
118.18,0
117.76,0
117.33,0
116.91,0
116.49,0
116.07,0
115.65,0
115.24,0
114.82,0
114.41,0
114.01,0
113.60,0
113.20,0
112.79,0
112.40,0
112.00,0
111.61,0
111.21,0
110.83,0
110.44,0
110.06,0
109.67,0
109.30,0
108.92,0
108.55,0
108.18,0
107.81,0
107.45,0
107.08,0
106.72,0
106.37,0
106.01,0
105.66,0
105.31,0
104.97,0
104.62,0
104.28,0
103.95,0
103.61,0
103.28,0
102.95,0
102.62,0
102.30,0
101.98,0
101.66,0
101.34,0
101.03,0
100.72,0
100.41,0
100.11,0
99.81,0
99.51,0
99.21,0
98.92,0
98.63,0
98.34,0
98.06,0
97.77,0
97.49,0
97.22,0
96.94,0
96.67,0
96.40,0
96.14,0
95.88,0
95.62,0
95.36,0
95.10,0
94.85,0
94.60,0
94.36,0
94.11,0
93.87,0
93.63,0
93.40,0
93.17,0
92.94,0
92.71,0
92.48,0
92.26,0
92.04,0
91.83,0
91.61,0
91.40,0
91.19,0
90.99,0
90.79,0
90.59,0
90.39,0
90.19,0
90.00,0
89.81,0
89.63,0
89.44,0
89.26,0
89.08,0
88.91,0
88.73,0
88.56,0
88.39,0
88.23,0
88.07,0
87.91,0
87.75,0
87.59,0
87.44,0
87.29,0
87.14,0
87.00,0
86.86,0
86.72,0
86.58,0
86.45,0
86.31,0
86.19,0
86.06,0
85.93,0
85.81,0
85.69,0
85.58,0
85.46,0
85.35,0
85.24,0
85.13,0
85.03,0
84.93,0
84.83,0
84.73,0
84.64,0
84.55,0
84.46,0
84.37,0
84.28,0
84.20,0
84.12,0
84.04,0
83.97,0
83.89,0
83.82,0
83.75,0
83.69,0
83.62,0
83.56,0
83.50,0
83.44,0
83.39,0
83.33,0
83.28,0
83.24,0
83.19,0
83.14,0
83.10,0
83.06,0
83.02,0
82.99,0
82.96,0
82.92,0
82.89,0
82.87,0
82.84,0
82.82,0
82.80,0
82.78,0
82.76,0
82.74,0
82.73,0
82.72,0
82.71,0
82.70,0
82.70,0
82.69,0
82.69,0
82.69,0
82.69,0
82.69,0
82.70,0
82.71,0
82.72,0
82.73,0
82.74,0
82.75,0
82.77,0
82.79,0
82.80,0
82.82,0
82.85,0
82.87,0
82.90,0
82.92,0
82.95,0
82.98,0
83.01,0
83.05,0
83.08,0
83.12,0
83.16,0
83.20,0
83.24,0
83.28,0
83.32,0
83.37,0
83.41,0
83.46,0
83.51,0
83.56,0
83.61,0
83.66,0
83.72,0
83.77,0
83.83,0
83.89,0
83.95,0
84.01,0
84.07,0
84.13,0
84.19,0
84.26,0
84.32,0
84.39,0
84.46,0
84.53,0
84.60,0
84.67,0
84.74,0
84.81,0
84.89,0
84.96,0
85.04,0
85.11,0
85.19,0
85.27,0
85.35,0
85.42,0
85.51,0
85.59,0
85.67,0
85.75,0
85.83,0
85.92,0
86.00,0
86.09,0
86.17,0
86.26,0
86.35,0
86.43,0
86.52,0
86.61,0
86.70,0
