,,0,1,2,3,4
LBGI,adolescent#001,0.0,33.6543332882856,0.06619979733637232,0.0,0.0
HBGI,adolescent#001,7.546845161930982,0.0,0.0,0.91657841529581,0.481780714337816
Risk Index,adolescent#001,7.546845161930982,33.6543332882856,0.06619979733637232,0.91657841529581,0.481780714337816
