,,0,1,2,3,4
LBGI,adolescent#001,0.0,7.20523324135203,0.0,0.0,0.0
HBGI,adolescent#001,9.093918104762924,0.0,0.8838294172215893,0.08639220504257356,1.5003910255881854
Risk Index,adolescent#001,9.093918104762924,7.20523324135203,0.8838294172215893,0.08639220504257356,1.5003910255881854
