,,0,1,2,3,4
LBGI,adolescent#001,0.0,0.0,109.91857967572523,5.890676816650171,0.0
HBGI,adolescent#001,1.6654874193506894,4.716091724799164,0.0,0.0,13.6415006958505
Risk Index,adolescent#001,1.6654874193506894,4.716091724799164,109.91857967572523,5.890676816650171,13.6415006958505
