,,0,1,2,3,4
LBGI,adolescent#001,0.0,0.8246812494081206,1.4463594086392755,0.0,0.0
HBGI,adolescent#001,5.787790945824716,0.0,0.0,2.5745161153439478,1.667276024777204
Risk Index,adolescent#001,5.787790945824716,0.8246812494081206,1.4463594086392755,2.5745161153439478,1.667276024777204
