,,0,1,2,3,4
LBGI,adolescent#001,0.0,0.0,1.6135801638581229,497.19091057536593,
HBGI,adolescent#001,0.7469053083587406,3.264918415052515,0.0,0.0,
Risk Index,adolescent#001,0.7469053083587406,3.264918415052515,1.6135801638581229,497.19091057536593,
