,,0,1,2,3,4
LBGI,adolescent#001,0.0,6.834097077810305,0.0,1.1019632833411435,0.0
HBGI,adolescent#001,3.813955292793861,0.0,0.41344688514756844,0.0,7.423805646713429
Risk Index,adolescent#001,3.813955292793861,6.834097077810305,0.41344688514756844,1.1019632833411435,7.423805646713429
