,,0,1,2,3,4
LBGI,adolescent#010,0.0,14.981388186850948,0.0,109.47200263573652,0.0
HBGI,adolescent#010,2.777332412650817,0.0,4.289511104209998,0.0,3.512709555222106
Risk Index,adolescent#010,2.777332412650817,14.981388186850948,4.289511104209998,109.47200263573652,3.512709555222106
