,,0,1,2,3,4
LBGI,adolescent#001,0.0,7.539368881290307,0.0,0.01780497503604011,0.0
HBGI,adolescent#001,5.829915067141444,0.0,3.1357890970051856,0.0,3.3292236673230127
Risk Index,adolescent#001,5.829915067141444,7.539368881290307,3.1357890970051856,0.01780497503604011,3.3292236673230127
