,,0,1,2,3,4
LBGI,adolescent#004,0.0,245.74940293512728,,,
HBGI,adolescent#004,0.5515465083062377,0.0,,,
Risk Index,adolescent#004,0.5515465083062377,245.74940293512728,,,
