132.13,0
131.93,0
131.72,0
131.50,0
131.28,0
131.05,0
130.82,0
130.57,0
130.33,0
130.07,0
129.82,0
129.55,0
129.29,0
129.02,0
128.74,0
128.47,0
128.19,0
127.90,0
127.62,0
127.33,0
127.04,0
126.75,0
126.46,0
126.17,0
125.88,0
125.59,0
125.29,0
125.00,0
124.71,0
124.41,0
124.12,0
123.83,0
123.54,0
123.25,0
122.97,0
122.68,0
122.39,0
122.11,0
121.83,0
121.55,0
121.28,0
121.00,0
120.73,0
120.46,0
120.19,0
119.93,0
119.67,0
119.41,0
119.15,0
118.90,0
118.65,0
118.40,0
118.16,0
117.92,0
117.68,0
117.44,0
117.21,0
116.98,0
116.76,0
116.53,0
116.32,0
116.10,0
115.89,0
115.68,0
115.47,0
115.27,0
115.07,0
114.88,0
114.68,0
114.49,0
114.31,0
114.13,0
113.95,0
113.77,0
113.60,0
113.43,0
113.26,0
113.10,0
112.94,0
112.78,0
112.63,0
112.48,0
112.33,0
112.19,0
112.05,0
111.91,0
111.78,0
111.64,0
111.52,0
111.39,0
111.27,0
111.15,0
111.03,0
110.91,0
110.80,0
110.69,0
110.59,0
110.48,0
110.38,0
110.28,0
110.19,0
110.09,0
110.00,0
109.92,0
109.83,0
109.75,0
109.67,0
109.59,0
109.51,0
109.44,0
109.37,0
109.30,0
109.23,0
109.17,0
109.10,0
109.04,0
108.98,0
108.93,0
108.87,0
108.82,0
108.77,0
108.72,0
108.68,0
108.63,0
108.59,0
108.55,0
108.51,0
108.47,0
108.44,0
108.41,0
108.37,0
108.34,0
108.31,0
108.29,0
108.26,0
108.24,0
108.22,0
108.20,0
108.18,0
108.16,0
108.14,0
108.13,0
108.11,0
108.10,0
108.09,0
108.08,0
108.07,0
108.07,0
108.06,0
108.06,0
108.05,0
108.05,0
108.05,0
108.05,0
108.05,0
108.06,0
108.06,0
108.06,0
108.07,0
108.08,0
108.08,0
108.09,0
108.10,0
108.11,0
108.13,0
108.14,0
108.15,0
108.16,0
108.18,0
108.20,0
108.21,0
108.23,0
108.25,0
108.27,0
108.29,0
108.31,0
108.33,0
108.35,0
108.37,0
108.39,0
108.42,0
108.44,0
108.47,0
108.49,0
108.52,0
108.55,0
108.57,0
108.60,0
108.63,0
108.66,0
108.69,0
108.72,0
108.75,0
108.78,0
108.81,0
108.84,0
108.87,0
108.90,0
108.94,0
108.97,0
109.00,0
109.04,0
109.07,0
109.10,0
109.14,0
109.17,0
109.21,0
109.25,0
109.28,0
109.32,0
109.35,0
109.39,0
109.43,0
109.46,0
109.50,0
109.54,0
109.58,0
109.61,0
109.65,0
109.69,0
109.73,0
109.77,0
109.81,0
109.85,0
109.89,0
109.92,0
109.96,0
110.00,0
110.04,0
110.08,0
110.12,0
110.16,0
110.20,0
110.24,0
110.28,0
110.32,0
110.36,0
110.40,0
110.44,0
110.48,0
110.52,0
110.56,0
110.60,0
110.64,0
110.68,0
110.72,0
110.76,0
110.80,0
110.84,0
110.88,0
110.92,0
110.96,0
111.00,0
111.04,0
111.08,0
111.12,0
111.16,0
111.20,0
111.24,0
111.27,0
111.31,0
111.35,0
111.39,0
111.43,0
111.47,0
111.51,0
111.55,0
111.58,0
111.62,0
111.66,0
111.70,0
111.73,0
111.77,0
111.81,0
111.85,0
111.88,0
111.92,0
111.96,0
111.99,0
112.03,0
112.07,0
112.10,0
112.14,0
112.17,0
112.21,0
112.25,0
112.28,0
112.32,0
112.35,0
112.39,0
112.42,0
112.45,0
112.49,0
112.52,0
112.56,0
112.59,0
112.62,0
112.65,0
112.69,0
112.72,0
112.75,0
112.78,0
112.82,0
112.85,0
112.88,0
112.91,0
112.94,0
112.97,0
113.00,0
113.03,0
113.06,0
113.09,0
113.12,0
113.15,0
113.18,0
113.21,0
113.24,0
113.27,0
113.30,0
113.33,0
113.35,0
113.38,0
113.41,0
113.44,0
113.46,0
113.49,0
113.52,0
113.54,0
113.57,0
113.59,0
113.62,0
113.64,0
113.67,0
113.69,0
113.72,0
113.74,0
113.77,0
113.79,0
113.81,0
113.83,0
113.85,0
113.86,0
113.86,0
113.85,0
113.84,0
113.81,0
113.77,0
113.71,0
113.64,0
113.56,0
113.46,0
113.35,0
113.22,0
113.08,0
112.92,0
112.74,0
112.55,0
112.34,0
112.12,0
111.88,0
111.63,0
111.36,0
111.08,0
110.78,0
110.47,0
110.15,0
109.81,0
109.46,0
109.10,0
108.73,0
108.34,0
107.94,0
107.53,0
107.11,0
106.68,0
106.24,0
105.80,0
105.34,0
104.87,0
104.40,44
103.91,0
103.42,0
102.92,0
102.42,0
101.91,0
101.41,0
100.90,0
100.41,0
99.92,0
99.46,0
99.02,0
98.64,0
98.34,0
98.12,0
98.02,0
98.03,0
98.17,0
98.43,0
98.83,0
99.35,0
100.00,0
100.77,0
101.65,0
102.65,0
103.76,0
104.97,0
106.26,0
107.64,0
109.09,0
110.60,0
112.17,0
113.78,0
115.42,0
117.08,0
118.75,0
120.42,0
122.07,0
123.71,0
125.33,0
126.90,0
128.44,0
129.92,0
131.36,0
132.74,0
134.06,0
135.32,0
136.52,0
137.66,0
138.73,0
139.74,0
140.69,0
141.58,0
142.41,0
143.19,0
143.91,0
144.57,0
145.19,0
145.76,0
146.28,0
146.75,0
147.19,0
147.58,0
147.93,0
148.25,0
148.54,0
148.79,0
149.01,0
149.20,0
149.37,0
149.51,0
149.62,0
149.71,0
149.78,0
149.84,0
149.87,0
149.88,0
149.88,0
149.86,0
149.83,0
149.78,0
149.72,0
149.65,0
149.56,0
149.47,0
149.36,0
149.25,0
149.12,0
148.99,0
148.85,0
148.70,0
148.54,0
148.38,0
148.21,0
148.04,0
147.86,0
147.67,0
147.48,0
147.29,0
147.09,0
146.88,0
146.67,0
146.46,0
146.25,0
146.03,0
145.81,0
145.58,0
145.35,0
145.12,0
144.89,0
144.65,0
144.42,0
144.18,0
143.94,0
143.69,0
143.45,0
143.20,0
142.96,0
142.71,0
142.46,0
142.21,0
141.96,0
141.70,0
141.45,0
141.20,0
140.94,0
140.69,0
140.43,0
140.17,0
139.92,0
139.66,0
139.40,0
139.15,0
138.89,0
138.64,0
138.38,0
138.12,0
137.87,0
137.61,0
137.36,0
137.10,0
136.85,0
136.59,0
136.34,0
136.09,0
135.84,0
135.59,0
135.34,0
135.09,0
134.84,0
134.60,0
134.35,0
134.11,0
133.87,0
133.63,0
133.39,0
133.15,0
132.91,0
